Diego
Zavala
Acevedo
480500157
Avenida Revolucion, 923, Colonia Tacubaya, 11870, Alcaldia Miguel Hidalgo, Mexico
diego.zavalaacevedo@fi.unam
7.48
24
5
25
23
8
1120,8.0,2,1
1121,7.0,2,3
1122,8.0,2,1
1123,6.0,4,3
1130,8.0,3,2
1124,5.0,5,3
1220,7.0,2,2
1221,9.0,3,2
1227,9.0,3,1
1228,8.0,3,1
1317,8.0,3,3
1321,8.0,4,1
1323,9.0,4,3
1325,7.0,5,1
1436,7.0,3,1
0119,7.0,4,3
1414,6.0,5,2
1424,8.0,4,3
1433,10.0,5,2
1445,7.0,4,1
0138,8.0,5,2
0442,5.0,5,1
1473,7.0,5,3
1503,8.0,5,1
1531,7.0,5,2
